1.61741330933187e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.70870076601497e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.68125813631966e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.25179204766158e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.14758899200354e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.35851590145825e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.51912960255277e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.70723459620388e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3905836017762e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.45993289266725e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.19669482520853e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.27228629022675e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.42610588106341e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.16897442233168e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.80410555634824e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.14923213601146e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
